eventid,gname
201610280009,Islamic State of Iraq and the Levant (ISIL)
201610280013,Al-Shabaab
201610280014,Muslim extremists
201610280015,Abu Sayyaf Group (ASG)
201610280018,Algeria Province of the Islamic State
201610280023,Taliban
201610280024,Taliban
201610280025,Achik Songna An'pachakgipa Kotok (ASAK)
201610280026,Jamaat-E-Islami (Bangladesh)
201610280027,Shamiya Front
201610280027,Al-Nusrah Front
201610280027,Ahrar al-Sham
201610280031,Muslim extremists
201610280032,Muslim extremists
201610280038,Anti-Balaka Militia
201610280039,Ahrar al-Sham
201610280039,Ajnad al-Sham
201610280039,Al-Nusrah Front
201610280040,Al-Nusrah Front
201610280040,Free Syrian Army
201610280041,Al-Nusrah Front
201610280041,Free Syrian Army
201610280042,Free Syrian Army
201610280042,Al-Nusrah Front
201610280043,Al-Nusrah Front
201610280043,Free Syrian Army
201610280044,Al-Nusrah Front
201610280044,Free Syrian Army
201610280045,Al-Nusrah Front
201610280045,Free Syrian Army
201610280046,Mozambique National Resistance Movement (MNR)
201610280053,Hizbul Mujahideen (HM)
201610290002,Houthi extremists (Ansar Allah)
201610290006,Sinai Province of the Islamic State
201610290007,Sinai Province of the Islamic State
201610290008,Lashkar-e-Jhangvi
201610290008,Ahle Sunnat Wal Jamaat (ASWJ-Pakistan)
201610290011,Taliban
201610290015,Islamic State of Iraq and the Levant (ISIL)
201610290019,Palestinian Extremists
201610290023,Al-Shabaab
201610290030,Boko Haram
201610290031,Boko Haram
201610290032,Niger Delta Greenland Justice Mandate (NDGJM)
201610290033,Fulani extremists
201610290043,Boko Haram
201610290048,Houthi extremists (Ansar Allah)
201610290065,Turkestan Islamic Party
201610290066,Turkestan Islamic Party
201610290067,Shamiya Front
201610290068,Shamiya Front
201610290085,Sudan People's Liberation Movement in Opposition (SPLM-IO)
201610300007,Sinai Province of the Islamic State
201610300009,Islamic State of Iraq and the Levant (ISIL)
201610300014,Islamic State of Iraq and the Levant (ISIL)
201610300016,Palestinian Extremists
201610300017,Taliban
201610300018,Kurdistan Workers' Party (PKK)
201610300021,Kurdistan Workers' Party (PKK)
201610300024,Al-Nusrah Front
201610300024,Free Syrian Army
201610300024,Ahrar al-Sham
201610300025,Taliban
201610300029,Boko Haram
201610300034,Bharatiya Janata Party
201610300057,Maoists
201610310009,Houthi extremists (Ansar Allah)
201610310013,Khorasan Chapter of the Islamic State
201610310020,Islamic State of Iraq and the Levant (ISIL)
201610310023,Maoists
201610310025,Jharkhand Prastuti Committee (JPC)
201610310026,Taliban
201610310031,Communist Party of India - Maoist (CPI-Maoist)
201610310034,Allied Democratic Forces (ADF)
201610310038,Taliban
201610310039,Taliban
201610310040,Taliban
201610310041,Taliban
201610310042,Taliban
201611010009,Islamic State of Iraq and the Levant (ISIL)
201611010020,Boko Haram
201611010024,Taliban
201611010080,Taliban
201611010082,Houthi extremists (Ansar Allah)
201611010083,Al-Shabaab
201611010085,Sinai Province of the Islamic State
201611010090,National Liberation Army of Colombia (ELN)
201611020001,Base Movement
201611020002,Separatists
201611020004,Separatists
201611020021,Al-Shabaab
201611020025,Islamic State of Iraq and the Levant (ISIL)
201611020026,Tribesmen
201611020027,Islamic State of Iraq and the Levant (ISIL)
201611020033,Islamic State of Iraq and the Levant (ISIL)
201611020034,Movement for the Emancipation of the Niger Delta (MEND)
201611020048,Separatists
201611030006,Islamic State of Iraq and the Levant (ISIL)
201611030018,Al-Qaida in the Arabian Peninsula (AQAP)
201611030020,Taliban
201611030021,Sinai Province of the Islamic State
201611030023,Nur-al-Din al-Zinki Movement
201611030023,Ansar al-Din Front
201611030023,Authenticity and Development Front
201611030024,Authenticity and Development Front
201611030024,Ansar al-Din Front
201611030024,Nur-al-Din al-Zinki Movement
201611030025,Jaish al-Fatah (Syria)
201611030026,Jaish al-Fatah (Syria)
201611030027,Jaish al-Fatah (Syria)
201611030031,Jaish al-Mujahideen (Syria)
201611030031,Shamiya Front
201611030031,Ahrar al-Sham
201611030034,Maoists
201611030038,Islamic State of Iraq and the Levant (ISIL)
201611030039,Islamic State of Iraq and the Levant (ISIL)
201611030041,Islamic State of Iraq and the Levant (ISIL)
201611030042,Islamic State of Iraq and the Levant (ISIL)
201611030043,Kachin Independence Army (KIA)
201611030052,Bangladesh Nationalist Party (BNP)
201611030064,White supremacists/nationalists
201611040001,Islamic State of Iraq and the Levant (ISIL)
201611040012,Islamic State of Iraq and the Levant (ISIL)
201611040012,Kurdistan Freedom Hawks (TAK)
201611040012,Kurdistan Workers' Party (PKK)
201611040014,Baloch Liberation Army (BLA)
201611040017,Islamic State of Iraq and the Levant (ISIL)
201611040018,Taliban
201611040020,Taliban
201611040028,Hasam Movement
201611040029,Awami League
201611040030,Awami League
201611040031,Awami League
201611040032,Awami League
201611040033,Awami League
201611040034,Garo National Liberation Army
201611040035,Maoists
201611040040,Hizbul Mujahideen (HM)
201611040041,National Liberation Army of Colombia (ELN)
201611040042,Maoists
201611040047,Separatists
201611040054,Janjaweed
201611040068,Houthi extremists (Ansar Allah)
201611050003,Khorasan Chapter of the Islamic State
201611050004,Lashkar-e-Jhangvi
201611050010,Islamic State of Iraq and the Levant (ISIL)
201611050013,Abu Sayyaf Group (ASG)
201611050014,Abu Sayyaf Group (ASG)
201611050019,Taliban
201611050020,Kurdistan Workers' Party (PKK)
201611050024,Taliban
201611050026,Taliban
201611050036,Tribesmen
201611050040,Boko Haram
201611050054,Okba Ibn Nafaa Brigade
201611050054,Jund al-Khilafah (Tunisia)
201611050064,Janjaweed
201611050067,Bahoz
201611060002,Islamic State of Iraq and the Levant (ISIL)
201611060004,Taliban
201611060005,Taliban
201611060007,Abu Sayyaf Group (ASG)
201611060009,Houthi extremists (Ansar Allah)
201611060015,Houthi extremists (Ansar Allah)
201611060016,Houthi extremists (Ansar Allah)
201611060019,Ansar al-Dine (Mali)
201611060023,Seleka
201611060025,Kurdistan Workers' Party (PKK)
201611060026,Taliban
201611060028,Islamic State of Iraq and the Levant (ISIL)
201611060029,Islamic State of Iraq and the Levant (ISIL)
201611060035,Islamic State of Iraq and the Levant (ISIL)
201611060036,Islamic State of Iraq and the Levant (ISIL)
201611060044,Communist Party of India - Maoist (CPI-Maoist)
201611060049,Maoists
201611060056,Allied Democratic Forces (ADF)
201611060059,National Liberation Army of Colombia (ELN)
201611070003,Taliban
201611070010,Islamic State of Iraq and the Levant (ISIL)
201611070017,Sinai Province of the Islamic State
201611070018,Taliban
201611070019,Ansar al-Dine (Mali)
201611070019,Macina Liberation Front (FLM)
201611070020,Macina Liberation Front (FLM)
201611070020,Ansar al-Dine (Mali)
201611070026,Taliban
201611070028,Shura Council of Mujahideen in Derna
201611070051,Maoists
201611070054,Rohingya extremists
201611080004,Lashkar-e-Jhangvi
201611080017,Houthi extremists (Ansar Allah)
201611080018,Houthi extremists (Ansar Allah)
201611080020,Al-Qaida in the Arabian Peninsula (AQAP)
201611080024,Houthi extremists (Ansar Allah)
201611080028,Islamic State in the Greater Sahara (ISGS)
201611080028,Movement for Oneness and Jihad in West Africa (MUJAO)
201611080033,Taliban
201611080034,Mozambique National Resistance Movement (MNR)
201611080038,Islamic State of Iraq and the Levant (ISIL)
201611080039,Islamic State of Iraq and the Levant (ISIL)
201611080043,Niger Delta Avengers (NDA)
201611080047,Palestinian Extremists
201611080049,Al-Shabaab
201611080050,Boko Haram
201611080057,Shura Council of Mujahideen in Derna
201611080058,Khorasan Chapter of the Islamic State
201611080059,Environmentalists
201611090002,Islamic State of Iraq and the Levant (ISIL)
201611090003,Islamic State of Iraq and the Levant (ISIL)
201611090011,Houthi extremists (Ansar Allah)
201611090013,Houthi extremists (Ansar Allah)
201611090014,Houthi extremists (Ansar Allah)
201611090016,Baloch Republican Army (BRA)
201611090017,Taliban
201611090018,Taliban
201611090022,Kurdistan Workers' Party (PKK)
201611090024,Al-Shabaab
201611090025,Maoists
201611090032,Sudan People's Liberation Movement in Opposition (SPLM-IO)
201611090033,Jaish al-Fatah (Syria)
201611090034,Jaish al-Fatah (Syria)
201611090035,Jaish al-Fatah (Syria)
201611090055,Justice and Equality Movement (JEM)
201611090056,Justice and Equality Movement (JEM)
201611090061,Separatists
201611100001,Taliban
201611100002,Abu Sayyaf Group (ASG)
201611100008,Kurdistan Workers' Party (PKK)
201611100009,Dissident Republicans
201611100011,Maoists
201611100012,Maoists
201611100013,Organization for Revolutionary Self Defense
201611100022,Islamic State of Iraq and the Levant (ISIL)
201611100024,Maoists
201611100026,Sudan People's Liberation Movement in Opposition (SPLM-IO)
201611100032,Houthi extremists (Ansar Allah)
201611100040,Houthi extremists (Ansar Allah)
201611110009,Islamic State of Iraq and the Levant (ISIL)
201611110011,Abu Sayyaf Group (ASG)
201611110012,Allied Democratic Forces (ADF)
201611110015,Allied Democratic Forces (ADF)
201611110016,Allied Democratic Forces (ADF)
201611110019,National Democratic Front of Bodoland (NDFB)
201611110023,Boko Haram
201611110025,Communist Party of India - Maoist (CPI-Maoist)
201611110026,Communist Party of India - Maoist (CPI-Maoist)
201611110027,Free Syrian Army
201611110030,Houthi extremists (Ansar Allah)
201611110034,Khorasan Chapter of the Islamic State
201611110035,Nordic Resistance Movement
201611110042,Houthi extremists (Ansar Allah)
201611120002,Lashkar-e-Jhangvi
201611120002,Khorasan Chapter of the Islamic State
201611120004,Islamic State of Iraq and the Levant (ISIL)
201611120006,Islamic State of Iraq and the Levant (ISIL)
201611120007,Islamic State of Iraq and the Levant (ISIL)
201611120008,Islamic State of Iraq and the Levant (ISIL)
201611120009,Islamic State of Iraq and the Levant (ISIL)
201611120010,Islamic State of Iraq and the Levant (ISIL)
201611120017,Islamic State of Iraq and the Levant (ISIL)
201611120019,Taliban
201611120021,Khorasan Chapter of the Islamic State
201611120062,Rohingya extremists
201611120063,Rohingya extremists
201611120064,Rohingya extremists
201611120065,Rohingya extremists
201611120066,Rohingya extremists
201611120067,Rohingya extremists
201611120068,Rohingya extremists
201611120069,Rohingya extremists
201611120070,Rohingya extremists
201611120071,Rohingya extremists
201611120077,Houthi extremists (Ansar Allah)
201611130001,Tehrik-i-Taliban Pakistan (TTP)
201611130002,New People's Army (NPA)
201611130017,Tripoli Province of the Islamic State
201611130018,Shura Council of Benghazi Revolutionaries
201611130034,Sinai Province of the Islamic State
201611130036,Jamaah Ansharut Daulah
201611130037,Loyalists
201611130039,Maoists
201611130042,Communist Party of Nepal - Maoist (CPN-Maoist-Chand)
201611130046,Islamic State of Iraq and the Levant (ISIL)
201611130047,Islamic State of Iraq and the Levant (ISIL)
201611130048,Islamic State of Iraq and the Levant (ISIL)
201611130050,Islamic State of Iraq and the Levant (ISIL)
201611130054,Sudan People's Liberation Movement in Opposition (SPLM-IO)
201611130055,Sudan People's Liberation Movement in Opposition (SPLM-IO)
201611130059,National Liberation Army of Colombia (ELN)
201611130060,National Liberation Army of Colombia (ELN)
201611130061,Islamic State of Iraq and the Levant (ISIL)
201611130063,Islamic State of Iraq and the Levant (ISIL)
201611130064,Islamic State of Iraq and the Levant (ISIL)
201611130067,Al-Shabaab
201611130070,Fulani extremists
201611130071,Fulani extremists
201611130072,Fulani extremists
201611130073,Fulani extremists
201611130076,Sinai Province of the Islamic State
201611140007,Islamic State of Iraq and the Levant (ISIL)
201611140008,Islamic State of Iraq and the Levant (ISIL)
201611140014,Ahlu-sunah Wal-jamea (Somalia)
201611140015,Al-Shabaab
201611140018,Taliban
201611140024,Islamic State of Iraq and the Levant (ISIL)
201611140027,Kurdistan Workers' Party (PKK)
201611140032,Boko Haram
201611140033,Boko Haram
201611140034,Neo-Nazi extremists
201611140037,Houthi extremists (Ansar Allah)
201611140039,Muslim extremists
201611140048,Islamic State of Iraq and the Levant (ISIL)
201611140049,Islamic State of Iraq and the Levant (ISIL)
201611140050,Islamic State of Iraq and the Levant (ISIL)
201611140051,Houthi extremists (Ansar Allah)
201611140052,Houthi extremists (Ansar Allah)
201611140053,Houthi extremists (Ansar Allah)
201611150002,Houthi extremists (Ansar Allah)
201611150003,Houthi extremists (Ansar Allah)
201611150004,Houthi extremists (Ansar Allah)
201611150006,Runda Kumpulan Kecil (RKK)
201611150017,Islamic State of Iraq and the Levant (ISIL)
201611150019,Al-Shabaab
201611150020,Al-Shabaab
201611150021,Kurdistan Workers' Party (PKK)
201611150025,New People's Army (NPA)
201611150028,Taliban
201611150029,Taliban
201611150030,Taliban
201611150035,Niger Delta Avengers (NDA)
201611150036,Niger Delta Avengers (NDA)
201611150037,Niger Delta Avengers (NDA)
201611150038,Boko Haram
201611150039,Fulani extremists
201611150039,Boko Haram
201611150042,Boko Haram
201611150043,Boko Haram
201611150044,Boko Haram
201611150045,Boko Haram
201611150046,Boko Haram
201611150047,Boko Haram
201611150048,Boko Haram
201611150049,Boko Haram
201611150050,Boko Haram
201611150051,Taliban
201611150052,Taliban
201611150053,Anarchists
201611160001,Khorasan Chapter of the Islamic State
201611160003,National Liberation Army of Colombia (ELN)
201611160006,Revolutionary Armed Forces of Colombia (FARC)
201611160016,Islamic State of Iraq and the Levant (ISIL)
201611160017,Islamic State of Iraq and the Levant (ISIL)
201611160019,Al-Shabaab
201611160021,United Liberation Front of Assam (ULFA)
201611160022,United Democratic Liberation Army (UDLA)
201611160023,Lashkar-e-Islam (Pakistan)
201611160026,Al-Shabaab
201611160038,Al Bayda Province of the Islamic State
201611160042,Islamic State of Iraq and the Levant (ISIL)
201611170011,Islamic State of Iraq and the Levant (ISIL)
201611170017,Anarchists
201611170018,Muslim extremists
201611170019,Taliban
201611170020,Taliban
201611170023,Islamic State of Iraq and the Levant (ISIL)
201611170025,Islamic State of Iraq and the Levant (ISIL)
201611170032,Al-Qaida in the Arabian Peninsula (AQAP)
201611170040,Islamic State of Iraq and the Levant (ISIL)
201611170042,Islamic State of Iraq and the Levant (ISIL)
201611170043,Muslim extremists
201611170044,Sinai Province of the Islamic State
201611180001,Taliban
201611180008,National Liberation Army of Colombia (ELN)
201611180013,Al-Shabaab
201611180016,Maoists
201611180017,Maoists
201611180020,Taliban
201611180021,Taliban
201611180022,Khorasan Chapter of the Islamic State
201611180024,Jaysh al-Islam (Syria)
201611180025,Jaysh al-Islam (Syria)
201611180026,Jaysh al-Islam (Syria)
201611180027,Jaysh al-Islam (Syria)
201611180028,Jaysh al-Islam (Syria)
201611180035,Boko Haram
201611180036,Boko Haram
201611180037,Boko Haram
201611180038,Maoists
201611180052,Houthi extremists (Ansar Allah)
201611180057,Lord's Resistance Army (LRA)
201611190001,Khorasan Chapter of the Islamic State
201611190001,Lashkar-e-Jhangvi
201611190016,Islamic State of Iraq and the Levant (ISIL)
201611190017,Ansar al-Dine (Mali)
201611190024,Islamic State of Iraq and the Levant (ISIL)
201611190025,Islamic State of Iraq and the Levant (ISIL)
201611190026,Islamic State of Iraq and the Levant (ISIL)
201611190029,Abu Sayyaf Group (ASG)
201611190034,Taliban
201611190035,Taliban
201611190053,Houthi extremists (Ansar Allah)
201611190054,Houthi extremists (Ansar Allah)
201611190056,Boko Haram
201611190058,Boko Haram
201611190059,Boko Haram
201611190059,Fulani extremists
201611190069,Houthi extremists (Ansar Allah)
201611200001,Tehrik-i-Taliban Pakistan (TTP)
201611200015,Sinai Province of the Islamic State
201611200016,Abu Sayyaf Group (ASG)
201611200017,Ansar al-Dine (Mali)
